real,forecast
0.0,-0.15264083927781336
0.0,-0.09135233016045019
0.0,-0.058185183985161704
0.0,-0.05996185323935155
0.0,-0.08079935514709735
0.0,-0.09721587097413087
0.0,-0.06916416846330486
0.0,-0.06917754851533964
0.0,-0.07148941826569777
0.0,-0.1271761759822705
0.0,-0.086412105468197
0.0,-0.08134428825590989
0.0,-0.0946430319063607
0.0,-0.11712523159126587
0.0,-0.07466735363156962
0.0,-0.07312949723061202
0.0,-0.08986960613085904
0.0,-0.0910013488578536
0.0,-0.051944234676518874
0.0,-0.05082793484230308
0.0,-0.06503192294676552
0.0,-0.07065953754588739
0.0,-0.02631650968748067
0.0,-0.026488417337418912
0.0,-0.0349479673858184
0.0,-0.06716689888215477
0.0,-0.022978712020472525
0.0,-0.020097779492100898
0.0,-0.025871500238261458
0.0,-0.061142570833283116
0.0,-0.019569616784962385
0.0,-0.014440003285214775
0.0,-0.01674339231669908
0.0,-0.04204416122633292
0.0,0.0008113696658829106
0.0,0.007934932623139712
0.0,0.0182659619447465
0.0,-0.007041251471175958
0.0,0.025463574559521085
0.0,0.034239471108117314
0.0,0.05518215166863083
0.0,0.006506261975645078
0.0,0.029231505073994413
0.0,0.036484789971145126
0.0,0.06411589984040145
0.0,0.01800729910024801
0.0,0.04084633603133003
0.0,0.0548713846722344
0.0,0.10916969185053649
0.0,0.005712211487342245
0.0,0.023332212132041175
0.0,0.03161438305073583
0.0,0.06678883966526872
0.0,-0.004877508511085704
0.0,0.008243101013846843
0.0,0.014275068745849051
0.0,0.043637024491765875
0.0,-0.020634390188908114
0.0,-0.010064102327143942
0.0,0.0020042258822714487
0.0,0.01522745936366432
0.0,-0.016523469522860434
0.0,-0.011831194701248826
0.0,-0.00654834192248277
0.0,0.002379089881234364
0.0,-0.010720594959130025
0.0,-0.009444087333342122
0.0,-0.008927353252636383
0.0,-0.010305649532145633
0.0,-0.0006468451584002999
0.0,-0.0006844442614983848
0.0,-0.0006192386097296776
0.0,-0.0004425905713008049
0.0,-0.0010285337931383864
0.0,-0.00105258364843408
0.0,-0.0010246383940413217
0.0,-0.0009408026308630468
0.0,-0.0009812200482985922
0.0,-0.0010382960623989135
0.0,-0.001031690826345688
0.0,-0.0009873171892706978
0.0,-0.001200317252668004
0.0,-0.0012680632030157568
0.0,-0.0012750071629263893
0.0,-0.0012704343112779348
0.0,0.002109469423539956
0.0,0.0021809413373783393
0.0,0.002343700837848406
0.002666667,0.0030006666050947928
0.086000003,0.1107130410083732
0.188600004,0.2244913146366354
0.188600004,0.23838801661826103
0.344533324,0.2447850859224583
0.424866617,0.5327214902324515
0.51546663,0.7478013847562488
0.600066721,0.8192682427509801
0.700866699,0.8885515704398443
1.3549999,0.9058077608720878
3.260200262,1.2374098576602308
4.042399406,1.3116081140791667
4.141866207,1.371086087053831
4.261433125,4.180697966671952
4.380466938,4.2219648253888575
4.503633499,4.261210495833973
4.411133289,4.501328814196729
4.137666225,4.6156233003101015
4.913033485,4.695320777902032
4.540466785,4.718386420576332
4.826766491,4.8224370437106865
4.190966606,4.993899389841307
5.247833252,5.166878223799978
5.518933296,5.191298083625313
5.600500107,5.286327321336015
5.681933403,5.707893738268506
5.476666451,5.794545595679626
4.377466679,5.82009545555025
5.248666286,5.924719166163131
4.927799702,5.496720516770857
5.162467003,5.683960207878311
5.334499836,5.672442121903902
5.319733143,5.714106945077534
5.842534065,5.612756592372293
5.955133438,5.795895692851785
5.723333359,5.771225832924765
6.538533211,5.803846642613108
6.69560051,6.561031153065325
6.726667404,6.574023068540498
6.760066509,6.5107716968677005
6.792333126,6.533062714299332
6.842266083,6.95718136494712
6.88340044,6.923564518583609
6.952466011,6.8769892457713215
6.994467258,6.889467354133933
7.008199692,7.1779217215487625
7.013066292,7.156404199783001
7.028866768,7.110603421014126
7.028866768,7.122184619760606
7.142533302,7.2920917583294305
7.189799309,7.298592025532608
7.164066315,7.239401317266966
7.17140007,7.247657571191419
7.227333546,7.347870192101468
7.279466152,7.308070692271281
7.315533638,7.259397389325629
7.318601131,7.2724996034916085
7.343933582,7.514923871027603
7.377200127,7.471518338835741
7.394267082,7.419874765884504
7.411599159,7.43263255079899
7.41133213,7.563409970973437
7.429599762,7.525239732174699
7.44306612,7.465845927368944
7.434132576,7.476533079352368
7.419733524,7.595001579423011
7.408132076,7.531017885958037
7.384333134,7.488641662733332
7.429867268,7.494767415097805
7.433200359,7.537734710506883
7.375866413,7.477279678752125
7.373867035,7.43166148450988
7.372666836,7.426729421629008
7.376933098,7.517620749112407
7.378666878,7.458496998245632
7.369933605,7.413052340919568
7.331999779,7.400559861827698
7.314066887,7.392891417391516
7.318334579,7.321405235467596
7.286799431,7.279732598550799
7.187265873,7.2303078030932575
7.187265873,7.338103711697995
7.184799194,7.268887115038176
7.19086647,7.225870130947413
7.228800774,7.1999540485713975
7.21853447,7.326740727779892
7.240933895,7.260346250269723
7.209066868,7.21773183562289
7.128799915,7.188702205320905
7.112266541,7.172899191452652
7.087600231,7.095823649791082
7.104066849,7.05669408459787
7.034733772,7.02098046350924
6.960600853,7.063055493278993
6.86613369,6.989573756866568
6.813000679,6.951899292562473
6.763999939,6.909278056191116
6.705933571,6.854403502042491
6.618666649,6.782145399902818
6.608866692,6.745916925218296
6.610600471,6.698681392571194
6.450866699,6.547519794709443
6.444733143,6.466367168485677
6.414666176,6.432927867790552
6.300000191,6.344271190540088
6.241000175,6.273833759953197
6.182666779,6.190951242589435
6.073266983,6.157701894105205
6.091666698,6.046846455146021
6.04373312,6.001159884292071
5.966533184,5.919323607318127
5.846132755,5.8851307590321795
5.723400116,5.747083955743484
5.598400116,5.600143237340778
5.598400116,5.5067993310073895
5.506800175,5.47015790974609
5.43813324,5.325740269375399
5.312666416,5.238415882943615
5.192399979,5.1424787275096335
5.078266621,5.102120792622246
4.99686718,4.946329326507046
4.887133121,4.846129662224522
4.773533344,4.737504245126699
4.679999828,4.687269725940326
4.517066956,4.505773319202117
4.364600658,4.290407718861797
4.222266674,4.147625852114393
4.117533207,4.085274427918184
4.005066872,3.7558651199473108
3.835666656,3.5752019379487687
3.659800053,3.3609712885891003
3.467000008,3.2299753694114672
3.269066572,2.795401581593669
3.088533163,2.4880347255483186
2.807733536,2.018089660895736
2.538266897,1.8363914581473013
2.187266588,1.5573996964297594
1.838666677,1.4361687043066225
1.492266655,0.8495322515605332
1.04126668,0.7584228442910561
0.4296,0.6290708938248886
0.186533332,-0.11880346702496247
0.117600009,-0.31315267324358276
0.054466665,-0.3428158932668337
-0.003133333,-0.3993564310056916
-0.013333333,-0.3581384960850067
-0.010733332,-0.3200112387920915
-0.010733332,-0.30797333439980124
-0.014466666,-0.2931346253723395
0.0,-0.38561625536403854
0.0,-0.3672674103148261
0.0,-0.35939684453789233
0.0,-0.36111635008509557
0.0,-0.2723055849663889
0.0,-0.28011787841898306
0.0,-0.2734864736566909
0.0,-0.2757906632354157
0.0,-0.26922010359088366
0.0,-0.285470350533954
0.0,-0.27760759007877045
0.0,-0.27812181481579046
0.0,-0.2558630146078036
0.0,-0.28094178009211923
0.0,-0.27472467984042526
0.0,-0.3241190044195261
0.0,-0.2642068381859701
0.0,-0.2713565140368246
0.0,-0.2635107051492267
0.0,-0.2945036996979984
0.0,-0.2746177027572436
0.0,-0.2744293574417922
0.0,-0.27043514950206893
0.0,-0.3042780249340158
0.0,-0.2263077145670529
0.0,-0.22982224856906086
0.0,-0.07440091686850892
0.0,-0.27843867038748593
0.0,-0.21436753287668253
0.0,-0.21278455429889487
0.0,0.02599114847472439
0.0,-0.2749753212831685
0.0,-0.21545060311581654
0.0,-0.20910107946929335
0.0,0.02259284869253353
0.0,-0.2823482411765301
0.0,-0.16424686091254292
0.0,0.13863131215211233
0.0,0.08610890154876305
0.0,-0.2236733222002405
0.0,-0.1490618890422546
0.0,0.11544116574995744
0.0,0.07538070229059857
0.0,-0.18786491600270327
0.0,-0.15091228029673198
0.0,0.07546673749792276
0.0,0.04777775303704246
0.0,-0.16648964178186887
0.0,-0.043885866765904336
0.0,0.08043176659892515
0.0,0.059573330630633414
0.0,-0.10202187619957481
0.0,-0.042507231605869666
0.0,0.034102017616605806
0.0,0.018778406281728444
0.0,-0.03640095744541094
0.0,-0.05206625872138293
0.0,-0.013177836356085049
0.0,-0.023053013631385788
0.0,-0.03171157800931246
0.0,-0.09334355644521386
0.0,-0.032947578931457056
0.0,-0.015041383637348194
0.0,-0.05303225969541803
0.0,-0.10217946500706043
0.0,-0.04648416749206996
0.0,-0.03407670280820296
0.0,-0.051976276560926404
0.0,-0.08830847270646425
0.0,-0.035347251433976545
0.0,-0.030224889550623413
0.0,-0.04616665938777498
0.0,-0.0713245928159374
0.0,-0.010870512478367012
0.0,-0.007822808959466077
0.0,-0.023362133570174137
0.0,-0.07634943144502371
0.0,-0.022499772999891032
0.0,-0.017793908875967546
0.0,-0.02541875019222095
0.0,-0.06722856532415156
0.0,-0.0185615998794062
0.0,-0.012165735980958381
0.0,-0.015581989750136138
0.0,-0.04644961159696415
0.0,0.002583494579351253
0.0,0.009259664867752981
0.0,0.013729245448229843
0.0,-0.01252872709552344
0.0,0.024040197200931424
0.0,0.03252712523808965
0.0,0.04840513984197381
0.0,-0.002545496947076842
0.0,0.026487501215709308
0.0,0.03354085229636761
0.0,0.052902507647303754
0.0,0.008097082283783585
0.0,0.03285577232319925
0.0,0.0421621089577755
0.0,0.07105501023938077
0.0,-0.001618056473505991
0.0,0.02015965966336708
0.0,0.026374944207177897
0.0,0.056612635482453655
0.0,-0.009984467692259358
0.0,0.004461110317528494
0.0,0.009120367730222512
0.0,0.034026875456838024
0.0,-0.01927394108524405
0.0,-0.009355010972010191
0.0,0.0003953940406882239
0.0,0.012150316203978662
0.0,-0.01714706039000946
0.0,-0.01257029536000065
0.0,-0.008500798898746442
0.0,-0.0010721513443026076
0.0,-0.008533248894976087
0.0,-0.0074763697478359425
0.0,-0.007116963089144779
0.0,-0.008004131834772998
0.0,-0.0010791393904612256
0.0,-0.001078970018954184
0.0,-0.0010337478265523004
0.0,-0.0009311086932353163
0.0,-0.0015130058925105772
0.0,-0.0015555181028794607
0.0,-0.001540782794902995
0.0,-0.0014901407594440919
0.0,-0.0011982508096393119
0.0,-0.001213832960497374
0.0,-0.001205533771453382
0.0,-0.001171151416843319
0.0,-0.001116889515618169
0.0,-0.0012068255452399868
0.0,-0.0012222383111453183
0.0,-0.0012176652926898512
0.0,0.01391501068161105
-0.0002,0.13584241369213634
0.026333332,0.15179122475681606
0.059966668,0.16424811591791721
0.097333312,0.11560286997979352
0.256433338,0.2357001101380587
0.363999993,0.2599202963794678
0.466700047,0.2788915137898371
0.563566744,0.6736447017734335
0.71086663,0.9664877203937778
0.92293328,1.0657088782468507
1.078133464,1.1722950293464536
1.243633389,1.319112570959518
1.414399981,1.718773608715213
1.585200071,1.8196518862402313
1.759500027,1.9044379573069632
1.929233432,2.097473592793978
2.103966713,2.4371598291460628
2.264466763,2.5089382840965833
2.426100254,2.5835242144876087
2.597066879,2.729875469592079
3.366099834,3.0823373388336406
4.927633286,3.133076721273743
5.058233261,3.2209364829494103
5.11220026,5.135733083167803
5.176333904,5.025552397878899
5.249266624,5.1300903741497095
5.341600418,5.412104556605058
5.458133698,5.574391786055596
5.565833092,5.617387899643779
5.657732964,5.61207512058826
5.736100197,5.692738986725139
5.83729887,5.889409874721657
5.948200226,5.953151090649958
6.050733089,5.911990223837256
6.115066528,5.964191275744101
6.115066528,6.245229799303937
6.256533146,6.30184776864677
6.347367287,6.237259254209995
6.407466412,6.268623840327221
6.488666534,6.686256454595579
6.492499828,6.732974867189139
6.532366753,6.653781741382424
6.593533993,6.672543900322751
6.64029932,6.825950079512449
6.69149971,6.795808860938193
6.742133617,6.74503625263047
6.780666351,6.758200424761654
6.819700241,7.045863834130488
6.816100597,7.025397003180703
6.829167366,6.973072780911759
6.882766724,6.9847702421225835
6.904500961,7.235287486857683
6.926866055,7.23617906082325
6.952699661,7.174094754872872
6.993533134,7.18486579491207
7.001234055,7.273664923803205
7.08636713,7.230455594705841
7.085866928,7.185123349065652
7.103867531,7.198048174451243
7.138999939,7.355807614183154
7.100667477,7.309592737336407
7.109167099,7.260394179342205
7.157800198,7.272137850779532
7.223433018,7.3843404309187015
7.208833694,7.34382783499437
7.197667122,7.287756193596561
7.140767097,7.297730974311371
7.12476635,7.363997208688164
7.099866867,7.30170924681318
7.16549921,7.260110768935437
7.168766022,7.264062624333822
7.134132385,7.381759287856133
7.171766281,7.320673950854708
7.197666645,7.277065134697539
7.184100151,7.265992369354045
7.187066555,7.3877213325770725
7.164399624,7.327936864373145
7.137266636,7.284526356727143
7.142932892,7.254812306654754
7.194533348,7.267501537991048
7.194533348,7.19441255454597
7.139099598,7.1560154147155455
7.127099514,7.112767988615474
7.115832329,7.220153266603736
7.047167301,7.152159177510347
7.051433563,7.112443762218071
7.037666798,7.070446147718841
7.005566597,7.182221220282958
6.970566273,7.115851519252894
6.946932793,7.0757473781646745
6.891300201,7.0428726601075855
6.767767429,6.957273754506188
6.692699909,6.881743409728115
6.687999249,6.844284136556588
6.69936657,6.811036990594948
6.611199856,6.778780845443776
6.541732788,6.710551876791786
6.548566818,6.674435998545015
6.527766705,6.645483538688351
6.494166851,6.617784416750789
6.4399333,6.54950002441855
6.346699715,6.513855931385297
6.312000751,6.461784301467437
6.286832333,6.315802849726726
6.245966911,6.243402997837105
6.231767178,6.209735147622336
6.183400154,6.122365069150829
6.085166931,6.094022670863309
5.967033386,6.023846292740835
5.935399532,5.99248500104589
5.841666222,5.880369128514307
5.737667084,5.795426514497756
5.704967022,5.725271361422634
5.704967022,5.694013340207935
5.527933598,5.556352839976576
5.467600346,5.389100365065028
5.467600346,5.308946189328443
5.323067188,5.275342534920349
5.24386692,5.120991679958303
5.154599667,5.035368846620477
4.996266842,4.9511787643867855
4.911699772,4.9133229284958535
4.828633785,4.761524912193748
4.725866795,4.639804474280824
4.586100101,4.544682156599918
4.46993351,4.49616576870142
4.379200459,4.322785469882753
4.256833076,4.031613960608563
3.877200127,3.90646202133885
3.937300205,3.8440661891933026
3.775433302,3.5392288405005776
3.613933563,3.232587423989842
3.438966513,3.0093845928303917
3.237100124,2.872847508026131
3.063633442,2.524863346782421
2.823166847,2.330040486678406
2.395633221,1.892704328230106
2.221633196,1.7448081179165291
1.869999886,1.5243876208061087
1.582800031,1.4481716850152986
1.207166672,0.9386897423648852
0.586133301,0.87167354089283
0.237666652,0.8143134015698215
0.175800025,-0.34087618757463156
0.107166663,-0.42169983843261694
0.035833329,-0.4343545973097136
0.035833329,-0.4555739137928372
-0.019133331,-0.3146870893717564
-0.02093333,-0.27787192701118224
-0.021033332,-0.26383706948423447
-0.0001,-0.2401353354332949
0.0,-0.388761069211923
0.0,-0.3729788975516759
0.0,-0.36520841044034347
0.0,-0.35836612695116843
0.0,-0.25774365099888374
0.0,-0.2592236940683006
0.0,-0.2518776803442653
0.0,-0.2470178273175181
0.0,-0.2561909926525252
0.0,-0.27271264891081115
0.0,-0.26492422138145466
0.0,-0.25900574818040223
0.0,-0.24243892842959536
0.0,-0.26102666439500855
0.0,-0.2554750730518123
0.0,-0.29261971786448937
0.0,-0.2457098791130492
0.0,-0.2481367502949321
0.0,-0.24065423624336413
0.0,-0.2665049537042097
0.0,-0.26055350665446797
0.0,-0.25790373425603086
0.0,-0.2543589607483283
0.0,-0.2842232710399988
0.0,-0.21464582798993792
0.0,-0.21418071238525416
0.0,0.04355024406001462
0.0,-0.266048046859479
0.0,-0.20570557284328306
0.0,-0.1995249270730528
0.0,0.05136931771509934
0.0,-0.2671793698634053
